movie_title,duration,gross,genres,plot_keywords,budget,title_year,imdb_score,aspect_ratio
Bucky Larson: Born to Be a Star,97,2331318,Comedy,diner|eating a banana|masturbation|porn star|shooting a pornographic movie,10000000,2011,3.3,1.85
Bamboozled,135,2185266,Comedy|Drama|Music,actor|minstrel show|protest|success|writer,10000000,2000,6.5,1.85
The Forest,93,26583369,Horror|Mystery|Thriller,forest|japan|suicide|suicide forest|supernatural,10000000,2016,4.8,1.85
Sphinx,118,800000,Adventure|Mystery|Thriller,bat|curse|egyptologist|mummy|murder,14000000,1981,5.2,2.35
While We're Young,97,7574066,Comedy|Drama,documentary filmmaker|documentary filmmaking|father in law|generation z|hipster,10000000,2014,6.3,1.85
A Better Life,98,1754319,Drama|Romance,gang|gardener|money|police|truck,10000000,2011,7.2,1.85
Spider,98,1641788,Drama|Mystery|Thriller,halfway house|key|reality|schizophrenia|spider,8000000,2002,6.8,1.78
Gun Shy,101,1631839,Comedy|Crime|Romance,colombian|enema|group therapy|murder|nurse,10000000,2000,5.7,1.85
Nicholas Nickleby,132,1309849,Drama|Romance,boy|boys' school|death|friend|orphan,10000000,2002,7.2,2.35
The Iceman,106,1939441,Biography|Crime|Drama,based on true story|contract killer|crime family|murder of a girl|serial murderer,10000000,2012,6.9,1.85
Cecil B. DeMented,87,1276984,Comedy|Crime|Thriller,actress|drive in|female protagonist|movie star|woman shot in the forehead,10000000,2000,6.2,1.85
Killer Joe,98,1987762,Crime|Drama|Romance|Thriller,female nudity|female pubic hair|lingerie|neo noir|pubic hair,11000000,2011,6.7,1.85
The Joneses,96,1474508,Comedy|Drama,envy|fake family|gadget|materialism|unhappy marriage,5000000,2009,6.5,2.35
Owning Mahowny,104,1011054,Crime|Drama|Thriller,bank|bank fraud|bank manager|gambling|toronto,10000000,2003,7.2,2.35
The Brothers Solomon,93,900926,Comedy,antarctica|coma|neighbor|phd|pregnancy,10000000,2007,5.3,1.85
My Blueberry Nights,95,866778,Drama|Romance,blueberry pie|diner|nevada|new york city|pie,10000000,2007,6.7,2.35
Swept Away,89,598645,Comedy|Romance,island|sailor|storm|stranded|vacation,10000000,2002,3.6,1.85
"War, Inc.",107,578527,Action|Comedy|Thriller,assassin|corporation|pop star|reporter|satire,10000000,2008,5.7,1.78
Shaolin Soccer,85,488872,Action|Comedy|Sport,cult film|kung fu|martial arts|shaolin|soccer,10000000,2001,7.3,1.85
The Brown Bunny,93,365734,Drama,boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute,10000000,2003,5,1.66
The Swindle,101,231417,Comedy|Crime|Thriller,con|con artist|money|scam|sils maria,60000000,1997,6.6,1.66
Rosewater,103,3093491,Biography|Drama,based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad,5000000,2014,6.6,1.85
Imaginary Heroes,111,228524,Comedy|Drama,cat|christmas song|lawn mowing|leave of absence|medication,4000000,2004,7.3,2.35
High Heels and Low Lifes,86,226792,Action|Comedy|Drama,attempted murder|blackmail|diver's watch|nurse|satire,10000000,2001,6.2,1.85
Severance,90,136432,Comedy|Horror|Thriller,blood splatter|eastern europe|female nudity|pine forest|team building,5000000,2006,6.6,1.85
Edmond,82,131617,Drama|Thriller,bipolar disorder|sodomy|stabbing|street life|violence,10000000,2005,6.3,1.85
Police Academy: Mission to Moscow,83,126247,Comedy|Crime,captain|commandant|mafia|russian mafia|security system,6200000,1994,3.3,1.85
An Alan Smithee Film: Burn Hollywood Burn,86,15447,Comedy,box office flop|critically bashed|director|hollywood|mockumentary,10000000,1997,3.5,1.85
The Open Road,91,19348,Comedy|Drama,american south|baseball|farmland|motel|road trip,10000000,2009,5.5,2.35
The Good Guy,90,100503,Comedy|Romance,book club|cheating boyfriend|job promotion|manhattan new york city|new york city,8000000,2009,5.9,1.85
Motherhood,90,92900,Comedy|Drama,birthday|birthday party|delivery man|mother|neighbor,5000000,2009,4.7,1.85
Blonde Ambition,93,5561,Comedy|Romance,boss|business|career|confidence|female protagonist,10000000,2007,3.9,1.85
The Oxford Murders,104,3607,Crime|Mystery|Thriller,landlady|lecture|murder|oxford university|symbol,10000000,2008,6.1,2.35
Eulogy,85,70527,Comedy|Drama,dysfunctional family|family relationships|family reunion|funeral|twin,6500000,2004,6.7,1.85
Of Horses and Men,81,11835,Comedy|Drama|Romance,barbed wire|barbed wire fence|horse|nature|snowstorm,10000000,2013,6.9,2.35
"The Good, the Bad, the Weird",135,128486,Action|Adventure|Comedy|Western,bounty hunter|manchuria|map|train|treasure,10000000,2008,7.3,2.35
The Lost City,144,2483955,Drama|Romance,1950s|cuba|cuban flag|fidel castro|havana cuba,9600000,2005,6.7,1.85
Next Friday,98,57176582,Comedy,african american|flashback|marijuana joint|porn magazine|suburb,9500000,2000,6.1,1.85
You Only Live Twice,117,43100000,Action|Adventure|Thriller,faked death|japan|japanese|poison|secret headquarters,9500000,1967,6.9,2.35
Amour,127,225377,Drama|Romance,aging|daughter|old couple|old love|stroke,8900000,2012,7.9,1.85
Poltergeist III,98,14114488,Horror|Thriller,aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror,10500000,1988,4.5,1.85
"It's a Mad, Mad, Mad, Mad World",197,46300000,Action|Adventure|Comedy|Crime,california|desert|dying words|money|race,9400000,1963,7.6,2.76
Richard III,104,2600000,Drama|War,1930s|abuse of power|england|king|murder,6000000,1995,7.5,2.35
Melancholia,130,3029870,Drama|Sci-Fi,art director|breasts|depression|outdoor sex|riding a horse,7400000,2011,7.1,2.35
Jab Tak Hai Jaan,176,3047539,Drama|Romance,accident|army|bomb|indian army|love,7217600,2012,6.9,2.35
Alien,116,78900000,Horror|Sci-Fi,alien|creature|future|outer space|spaceship,11000000,1979,8.5,2.35
The Texas Chain Saw Massacre,88,30859000,Horror|Thriller,cannibal|chainsaw|hitchhiker|independent film|leatherface,83532,1974,7.5,1.85
The Runaways,106,3571735,Biography|Drama|Music,band|box office flop|critically bashed|historically inaccurate|revisionist history,10000000,2010,6.6,2.35
Fiddler on the Roof,181,50000000,Drama|Family|Musical|Romance,immigration|jewish|pogrom|tradition|tradition versus modernity,9000000,1971,8,2.35
Thunderball,130,63600000,Action|Adventure|Thriller,domino|fiery redhead|nassau|official james bond series|underwater battle,9000000,1965,7,2.35
Set It Off,123,36049108,Action|Crime|Drama|Romance|Thriller,bank|black comedy|main characters killed off|money|robbery,9000000,1996,6.8,2.35
The Best Man,120,34074895,Comedy|Drama,african american|bachelor party|brooklyn bridge|family relationships|stripper,9000000,1999,6.7,1.85
Child's Play,87,33244684,Fantasy|Horror,birthday|doll|murder|serial killer|voodoo,9000000,1988,6.5,1.85
Sicko,123,24530513,Documentary|Drama,canada|cuba|france|guantanamo|hmo,9000000,2007,8,1.85
The Purge: Anarchy,103,71519230,Action|Horror|Sci-Fi|Thriller,held at gunpoint|machete|masked man|sequel|violence,9000000,2014,6.5,2.35
Down to You,91,20035310,Comedy|Drama|Romance,artist|cake|college|new york city|student,9000000,2000,4.9,1.85
Harold & Kumar Go to White Castle,88,18225165,Adventure|Comedy,marijuana|police|road trip|stoner|white castle,9000000,2004,7.1,1.85
The Contender,126,17804273,Drama|Thriller,bridge|governor|political thriller|president|vice president,20000000,2000,7,1.85
Boiler Room,120,16938179,Crime|Drama|Thriller,career|casino|judge|stock|stock broker,8000000,2000,7,1.85
Black Christmas,94,16235293,Horror,attic|christmas|house|incest|sorority,9000000,2006,4.5,2.35
Henry V,137,10161099,Action|Biography|Drama|History|Romance|War,battle|battle of agincourt|king|shakespeare play|sword and shield,9000000,1989,7.7,1.85
The Way of the Gun,119,6047856,Action|Crime|Drama|Thriller,criminal|drifter|gangster|money|surrogate mother,8500000,2000,6.7,1.85
Igby Goes Down,99,4681503,Comedy|Drama,boy|mistress|money|schizophrenic|school,9000000,2002,7,2.35
PCU,79,4350774,Comedy,college|high school senior|meat|protest|university,8000000,1994,6.5,1.85
Gracie,95,2955039,Biography|Drama|Sport,boy|girl|soccer|south orange new jersey|teenager,9000000,2007,6.2,2.35
Trust the Man,103,1530535,Comedy|Drama|Romance,actress|lesbianism|manhattan new york city|urination|watching pornography,9000000,2005,5.7,2.35
Hamlet 2,92,4881867,Comedy|Music,gang banger|sequel|shakespeare's hamlet|student|time machine,9000000,2008,6.4,1.85
Glee: The 3D Concert Movie,84,11860839,Documentary|Music,concert|live in concert recording|live performance,9000000,2011,5.4,1.85
The Legend of Suriyothai,300,454255,Action|Adventure|Drama|History|War,16th century|burmese|invasion|queen|thailand,400000000,2001,6.6,1.85
Two Evil Eyes,120,349618,Horror,black cat|cat|evil|photographer|undead,9000000,1990,6.1,1.85
All or Nothing,121,112935,Drama,love|neighbor|single parent|supermarket|working class,9000000,2002,7.6,1.85
Princess Kaiulani,97,883887,Drama,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,9000000,2009,6.2,2.35
Opal Dream,86,13751,Drama|Family,friend|girl|imaginary friend|outback|town,11400000,2006,6.6,1.85
Flame and Citron,45,145109,Drama|History|Thriller|War,danish|double agent|nazi|nazi occupation|resistance,45000000,2008,7.3,2.35
Undiscovered,97,1046166,Comedy|Music|Romance,bare chested male|box office flop|diner|german shepherd|one word title,9000000,2005,4.2,2.35
Crocodile Dundee,93,174635000,Adventure|Comedy,australian outback|crocodile|female reporter|journalist|new york city,8800000,1986,6.5,2.35
Awake,84,14373825,Crime|Mystery|Thriller,anesthetic|anesthetic awareness|heart|heart surgery|surgery,8600000,2007,6.5,2.35
Skin Trade,96,162,Action|Crime|Thriller,bangkok thailand|detective|human trafficking|revenge|sex slavery,9000000,2014,5.7,2.35
Crazy Heart,112,39462438,Drama|Music|Romance,country music|country western singer|journalist|musician|singer,7000000,2009,7.3,2.35
The Rose,125,29200000,Drama|Music|Romance,awol|demand|driver|drugs|roses,8500000,1979,6.9,1.85
Baggage Claim,96,21564616,Comedy,woman wearing only a man's shirt,8500000,2013,5,1.85
Election,103,14879556,Comedy|Drama,female protagonist|high school|self destructiveness|student council president|student government,8000000,1999,7.3,2.35
The DUFF,101,34017854,Comedy,cartoon on tv|generation y|high school|overalls|strong female character,8500000,2015,6.5,2.35
Glitter,104,4273372,Drama|Music|Romance,cult film|disc jockey|female protagonist|music business|one word title,22000000,2001,2.1,2.35
Bright Star,119,4440055,Biography|Drama|Romance,19th century|friend|john keats|passion|poet,8500000,2009,7,1.85
My Name Is Khan,128,4018695,Adventure|Drama|Thriller,airport|asperger's syndrome|autism|muslim|racial profiling,12000000,2010,8,2.35
Footloose,107,80000000,Drama|Music|Romance,church|cowboy boots|dancing|high school dance|teenager,8200000,1984,6.5,1.85
All Is Lost,106,6262942,Action|Adventure|Drama,boat|container|sea|shipping container|storm,9000000,2013,6.9,2.35
Limbo,126,1997807,Adventure|Drama|Thriller,alaska|island|motorboat|singer|wilderness,8000000,1999,7.1,1.85
The Karate Kid,126,90800000,Action|Drama|Family|Sport,apartment|bully|fight|karate|master,8000000,1984,7.2,1.85
Repo! The Genetic Opera,150,140244,Horror|Musical|Sci-Fi,future|murder|opera|repossession|surgery,8500000,2008,6.7,1.85
Pulp Fiction,178,107930000,Crime|Drama,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,8000000,1994,8.9,2.35
Nightcrawler,117,32279955,Crime|Drama|Thriller,employer employee relationship|ethics|journalism|sociopath|tv news,8500000,2014,7.9,2.35
Club Dread,119,4992159,Comedy|Horror|Thriller,beach|island|party|resort|serial killer,8550000,2004,5.6,2.35
The Sound of Music,174,163214286,Biography|Drama|Family|Musical|Romance,austria|children|governess|love|orchestral music score,8200000,1965,8,2.35
Splash,111,69800000,Comedy|Fantasy|Romance,cmnf|cmnf scene|mermaid|new york city|public nudity,8000000,1984,6.2,1.85
Little Miss Sunshine,101,59889948,Comedy|Drama,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,8000000,2006,7.9,2.35
Stand by Me,89,52287414,Adventure|Drama,friendship|summertime|treehouse|walking on train tracks|woods,8000000,1986,8.1,1.85
28 Days Later...,113,45063889,Drama|Horror|Sci-Fi|Thriller,laboratory|london england|military|virus|zombie apocalypse,8000000,2002,7.6,1.85
You Got Served,95,40066497,Drama|Music,competition|dance contest|friend|money|street dancing,8000000,2004,3.5,1.85
Escape from Alcatraz,112,36500000,Biography|Crime|Drama,alcatraz|escape|inmate|island|prison,8000000,1979,7.6,1.85
Brown Sugar,109,27362712,Comedy|Drama|Music|Romance,basketball|hip hop|rap music|record company|writer,8000000,2002,6.5,1.85
A Thin Line Between Love and Hate,108,34746109,Comedy|Crime|Drama|Romance|Thriller,african american|dating|independent film|irreverence|revenge,8000000,1996,5.6,2.35
50/50,100,34963967,Comedy|Drama|Romance,best friend|cancer|survival rate|therapist|vomiting,8000000,2011,7.7,1.85
Shutter,90,25926543,Horror|Mystery|Thriller,car accident|japan|newlywed|photograph|photographer,8000000,2008,5.2,1.85
That Awkward Moment,94,26049082,Comedy|Romance,dating|divorce|father daughter relationship|mother daughter relationship|party,8000000,2014,6.1,2.35
Much Ado About Nothing,111,22551000,Comedy|Drama|Romance,16th century|bachelor|dishonor|masquerade party|wedding,8000000,1993,7.4,1.85
On Her Majesty's Secret Service,142,22800000,Action|Adventure|Thriller,bond girl|british|mission|portugal|switzerland,7000000,1969,6.8,2.35
New Nightmare,107,18090181,Fantasy|Horror|Mystery|Thriller,earthquake|elm street|freddy krueger|nightmare|sleep,8000000,1994,6.4,1.85
Drive Me Crazy,91,17843379,Comedy|Drama|Romance,centennial|girl|next door neighbor|prom|school,8000000,1999,5.7,1.85
Half Baked,82,17278980,Comedy|Crime,bail|diabetic|friend|jail|pharmaceutical lab,8000000,1998,6.7,1.85
New in Town,97,16699684,Comedy|Romance,love|manufacturing|minnesota|plant|small town,8000000,2009,5.6,1.85
Syriana,128,50815288,Drama|Thriller,cia|hezbollah|lebanon|oil|prince,50000000,2005,7,2.35
American Psycho,102,15047419,Crime|Drama,1980s|business card|male rear nudity|materialism|narcissism,7000000,2000,7.6,2.35
The Good Girl,93,14015786,Drama|Romance,dysfunctional marriage|marijuana|small town|store|trying to conceive,5000000,2002,6.5,1.85
The Boondock Saints II: All Saints Day,138,10269307,Action|Crime|Thriller,final showdown|ireland|justice|priest|sheep,8000000,2009,6.3,2.35
Enough Said,93,17536788,Comedy|Drama|Romance,dating|divorcee|ex husband|ex wife|party,8000000,2013,7.1,1.85
Easy A,92,58401464,Comedy|Romance,gay|gay interest|high school|school|student,8000000,2010,7.1,1.85
Shadow of the Vampire,92,8279017,Drama|Horror,actor|breasts|film actress|nosferatu|vampire,8000000,2000,6.9,2.35
Prom,104,10106233,Comedy|Drama,decoration|father daughter relationship|high school|prom|teenager,8000000,2011,5.4,1.85
Held Up,89,4692814,Comedy,hold up|hostage|stockholm syndrome|swat team|vegetarian,8000000,1999,5.1,1.85
Woman on Top,92,5018450,Comedy|Fantasy|Romance,cross dresser|food|friend|motion sickness|restaurant,8000000,2000,5.3,2.35
Anomalisa,90,3442820,Animation|Comedy|Drama|Romance,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,8000000,2015,7.3,2.35
Another Year,129,3205244,Comedy|Drama,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,10000000,2010,7.3,2.35
8 Women,111,3076425,Comedy|Crime|Musical|Romance,cook|industrialist|secret|snowstorm|suspect,8000000,2002,7.1,1.85
Showdown in Little Tokyo,79,2275557,Action|Comedy|Crime|Thriller,bare chested male|detective|electric torture|japanese american|yakuza,8000000,1991,6,1.85
Clay Pigeons,104,1789892,Comedy|Crime,breasts|serial killer|small town|vomiting|widow,8000000,1998,6.6,1.85
It's Kind of a Funny Story,101,6350058,Comedy|Drama|Romance,based on novel|depression|psychiatric ward|suicide attempt|therapy,8000000,2010,7.2,1.85
Made in Dagenham,113,1094798,Biography|Comedy|Drama|History,equal pay|machinist|minister|protest|sex,7200000,2010,7.2,2.35
When Did You Last See Your Father?,92,1071240,Biography|Drama,cancer|children|death|terminal cancer|time,8000000,2007,6.9,2.35
Prefontaine,106,532190,Biography|Drama|Romance|Sport,long distance runner|olympics|oregon|runner|watching television,8000000,1997,6.8,1.66
The Secret of Kells,75,686383,Adventure|Animation|Family|Fantasy,barbarian|fairy|forest|monastery|unfinished book,6500000,2009,7.7,1.85
Begin Again,104,16168741,Drama|Music,manhattan new york city|new york city|record label|singer|song,8000000,2013,7.4,1.85
Down in the Valley,108,568695,Drama|Romance|Thriller,beach|cowboy|cowboy hat|neo western|valley,8000000,2005,6.5,2.35
Brooklyn Rules,99,398420,Crime|Drama,1980s|friend|friendship|loyalty|mafia,8000000,2007,6.4,2.35
The Singing Detective,109,336456,Comedy|Crime|Musical|Mystery,detective|detective novel|fantasy sequence|hallucination|writer,8000000,2003,5.6,1.85
Fido,93,298110,Comedy|Drama|Horror|Sci-Fi,decapitation|neighbor|neighborhood|next door neighbor|zombie,8000000,2006,6.8,2.35
The Wendell Baker Story,99,127144,Comedy|Drama|Romance,directorial debut|fantasy sequence|nurse|old age home|prison,8000000,2005,5.5,2.35
Wild Target,98,117190,Action|Comedy|Crime,apprentice|assassin|hitman|kleptomaniac|thief,8000000,2010,6.9,2.35
Pathology,95,108662,Crime|Horror|Thriller,corpse|dark humor|medical school|murder|pathology,8000000,2008,6,2.35
